,age,job,marital,education,housing,loan,month,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,label
3154,34,services,married,high.school,no,no,may,4,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
3155,32,admin.,married,university.degree,no,no,may,3,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
3156,40,technician,married,professional.course,no,no,may,12,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
3157,48,blue-collar,married,high.school,no,no,may,4,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
3158,56,blue-collar,married,basic.9y,no,no,may,5,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
3159,25,admin.,single,high.school,no,yes,may,3,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
3160,36,blue-collar,married,high.school,yes,yes,may,6,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
3161,48,entrepreneur,married,basic.4y,no,yes,may,8,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
3162,28,student,single,basic.9y,yes,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
3163,55,unemployed,married,basic.4y,no,no,may,4,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
3164,57,retired,single,high.school,yes,no,may,4,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
3165,42,technician,married,high.school,no,no,may,6,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
3166,44,admin.,single,high.school,yes,no,may,4,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
3167,30,admin.,single,high.school,no,yes,may,4,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1
3168,30,blue-collar,married,basic.9y,yes,no,may,3,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
3169,37,technician,married,professional.course,yes,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
3170,45,blue-collar,married,basic.4y,yes,no,may,11,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
3171,35,blue-collar,married,basic.4y,no,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
3172,43,management,married,professional.course,no,no,may,5,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
3173,32,services,married,high.school,yes,no,may,3,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
3174,47,blue-collar,divorced,basic.9y,yes,no,may,7,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
3175,31,services,single,high.school,yes,no,may,12,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
3176,49,blue-collar,married,basic.6y,yes,no,may,5,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
3177,36,admin.,divorced,university.degree,no,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
3178,40,blue-collar,single,basic.9y,yes,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
3179,29,unemployed,single,university.degree,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
3180,37,blue-collar,married,basic.9y,yes,no,may,4,0,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
3181,33,blue-collar,single,basic.9y,yes,yes,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3182,36,self-employed,married,basic.9y,yes,yes,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3183,46,unemployed,married,high.school,no,no,may,3,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3184,37,services,married,basic.9y,no,yes,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3185,33,entrepreneur,married,basic.9y,no,no,may,3,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3186,32,entrepreneur,married,high.school,no,no,may,3,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3187,36,admin.,married,university.degree,yes,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3188,28,blue-collar,single,basic.9y,no,yes,may,4,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3189,35,technician,married,university.degree,yes,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3190,47,entrepreneur,married,university.degree,yes,no,may,3,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3191,31,blue-collar,divorced,basic.6y,yes,no,may,17,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3192,51,blue-collar,married,high.school,no,yes,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3193,51,admin.,married,basic.6y,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3194,34,blue-collar,single,university.degree,yes,yes,may,6,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3195,39,technician,married,professional.course,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3196,32,services,married,high.school,no,yes,may,4,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3197,46,unemployed,divorced,high.school,yes,yes,may,15,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3198,37,services,married,high.school,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3199,45,entrepreneur,married,university.degree,yes,yes,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1
3200,30,self-employed,single,high.school,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3201,58,management,married,basic.9y,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3202,38,services,married,high.school,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3203,35,admin.,single,high.school,no,yes,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1
3204,32,technician,single,professional.course,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3205,25,services,divorced,basic.4y,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3206,56,technician,married,professional.course,no,yes,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3207,41,unemployed,married,basic.9y,yes,no,may,4,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3208,39,admin.,married,university.degree,no,no,may,3,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3209,40,services,divorced,high.school,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3210,48,management,married,university.degree,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3211,53,blue-collar,married,basic.9y,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3212,38,admin.,single,basic.9y,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3213,42,technician,divorced,professional.course,no,yes,may,3,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3214,37,blue-collar,married,high.school,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3215,26,admin.,single,high.school,yes,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3216,50,management,married,high.school,no,yes,may,3,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3217,50,management,married,university.degree,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3218,46,services,married,basic.4y,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3219,53,technician,married,high.school,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3220,57,management,divorced,university.degree,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3221,29,blue-collar,single,high.school,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1
3222,35,admin.,married,university.degree,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3223,44,management,single,university.degree,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1
3224,46,admin.,married,high.school,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3225,41,admin.,single,university.degree,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3226,27,admin.,single,high.school,no,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3227,47,blue-collar,married,basic.6y,yes,yes,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3228,43,admin.,divorced,high.school,yes,no,may,6,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3229,56,blue-collar,married,basic.4y,yes,yes,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1
3230,51,blue-collar,married,basic.9y,no,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3231,45,technician,married,university.degree,yes,no,may,3,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1
3232,35,admin.,single,basic.4y,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3233,59,retired,divorced,basic.4y,yes,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3234,38,self-employed,single,university.degree,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3235,41,technician,single,professional.course,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3236,29,blue-collar,single,basic.6y,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3237,50,housemaid,divorced,basic.4y,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3238,35,admin.,married,university.degree,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3239,25,housemaid,single,basic.9y,no,no,may,4,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3240,44,management,married,university.degree,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3241,28,services,single,high.school,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3242,45,admin.,divorced,university.degree,no,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3243,39,admin.,married,high.school,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3244,28,admin.,single,university.degree,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3245,42,admin.,single,university.degree,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3246,59,blue-collar,married,basic.4y,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3247,49,blue-collar,married,basic.4y,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3248,34,admin.,married,university.degree,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3249,39,blue-collar,married,high.school,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3250,41,admin.,married,high.school,no,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3251,48,technician,married,professional.course,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3252,39,blue-collar,married,basic.4y,no,no,may,7,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3253,41,blue-collar,married,basic.4y,no,no,may,3,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3254,48,admin.,divorced,basic.9y,yes,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3255,52,management,divorced,university.degree,no,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3256,35,technician,married,professional.course,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3257,56,blue-collar,single,basic.6y,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3258,60,entrepreneur,married,basic.4y,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3259,34,technician,married,professional.course,no,yes,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3260,26,blue-collar,single,basic.9y,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1
3261,29,housemaid,single,high.school,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3262,38,technician,married,professional.course,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3263,35,housemaid,married,basic.4y,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3264,32,blue-collar,married,basic.9y,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3265,47,blue-collar,married,high.school,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3266,50,blue-collar,single,basic.9y,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3267,24,services,married,high.school,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3268,53,blue-collar,married,basic.9y,no,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3269,34,blue-collar,married,basic.9y,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3270,57,retired,married,high.school,yes,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3271,52,technician,married,professional.course,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3272,40,admin.,married,university.degree,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3273,28,management,married,high.school,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3274,37,technician,single,university.degree,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3275,45,technician,divorced,professional.course,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3276,26,blue-collar,single,high.school,no,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3277,40,entrepreneur,married,university.degree,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1
3278,44,blue-collar,divorced,basic.4y,yes,no,may,4,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3279,56,blue-collar,married,basic.9y,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3280,57,management,divorced,university.degree,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3281,33,services,married,high.school,yes,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3282,35,admin.,divorced,university.degree,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3283,52,management,married,professional.course,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3284,48,technician,single,high.school,yes,no,may,3,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3285,44,technician,single,university.degree,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3286,52,blue-collar,married,basic.9y,yes,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3287,43,blue-collar,married,basic.4y,no,no,may,8,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3288,39,admin.,married,high.school,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3289,46,services,married,high.school,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3290,50,blue-collar,married,basic.9y,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3291,37,admin.,married,university.degree,no,no,may,6,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3292,29,entrepreneur,married,basic.6y,no,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3293,40,technician,married,professional.course,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3294,31,blue-collar,married,basic.4y,no,yes,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3295,36,services,married,high.school,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3296,25,blue-collar,single,basic.4y,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3297,33,blue-collar,single,basic.9y,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3298,32,admin.,married,university.degree,no,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3299,52,self-employed,single,basic.4y,yes,no,may,22,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3300,30,entrepreneur,married,high.school,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3301,28,admin.,single,high.school,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3302,42,blue-collar,married,basic.6y,no,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3303,41,management,married,university.degree,no,no,may,4,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3304,35,services,married,high.school,no,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3305,59,blue-collar,married,basic.4y,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3306,34,blue-collar,married,basic.4y,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3307,42,management,married,university.degree,yes,yes,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3308,49,admin.,divorced,high.school,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1
3309,39,management,married,university.degree,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3310,24,services,married,high.school,no,yes,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3311,53,unemployed,married,basic.4y,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3312,29,admin.,single,university.degree,yes,no,may,4,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3313,26,blue-collar,single,high.school,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3314,53,blue-collar,divorced,basic.4y,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3315,35,admin.,married,high.school,yes,yes,may,3,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3316,32,services,married,high.school,no,yes,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3317,36,entrepreneur,married,university.degree,no,yes,may,17,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3318,32,blue-collar,married,basic.9y,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3319,33,admin.,married,university.degree,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3320,27,services,married,high.school,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3321,28,admin.,married,university.degree,no,no,may,3,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3322,41,housemaid,married,high.school,no,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3323,26,admin.,single,high.school,no,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1
3324,40,blue-collar,married,basic.6y,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3325,56,retired,married,professional.course,no,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3326,33,admin.,married,high.school,yes,yes,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3327,58,admin.,divorced,basic.9y,yes,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3328,36,admin.,married,university.degree,yes,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3329,49,blue-collar,married,basic.4y,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3330,59,retired,divorced,basic.9y,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3331,37,blue-collar,single,basic.9y,no,no,may,3,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1
3332,29,blue-collar,single,basic.9y,yes,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3333,32,services,married,professional.course,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3334,53,blue-collar,married,basic.6y,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3335,48,technician,married,high.school,yes,no,may,3,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3336,56,blue-collar,married,basic.4y,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3337,37,services,single,basic.9y,yes,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3338,43,self-employed,single,professional.course,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3339,37,admin.,single,high.school,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1
3340,46,blue-collar,married,basic.6y,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3341,28,blue-collar,single,basic.9y,no,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3342,44,housemaid,married,basic.9y,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3343,38,blue-collar,single,university.degree,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1
3344,31,admin.,single,basic.9y,yes,no,may,3,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3345,31,blue-collar,single,basic.9y,yes,no,may,4,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3346,36,technician,married,professional.course,no,yes,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3347,51,admin.,single,basic.6y,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3348,29,technician,married,university.degree,no,no,may,3,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3349,28,admin.,single,university.degree,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3350,49,self-employed,married,professional.course,no,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3351,30,technician,married,university.degree,yes,no,may,8,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3352,36,services,married,basic.9y,no,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3353,36,blue-collar,married,basic.4y,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3354,57,blue-collar,married,basic.4y,no,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3355,40,blue-collar,married,basic.4y,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3356,52,blue-collar,married,basic.4y,no,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3357,45,management,married,university.degree,no,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3358,55,retired,married,basic.4y,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3359,52,management,married,university.degree,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3360,24,admin.,married,high.school,yes,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3361,44,blue-collar,divorced,basic.4y,yes,yes,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3362,46,services,divorced,high.school,no,no,may,3,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3363,25,student,single,high.school,no,no,may,4,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3364,33,blue-collar,single,basic.9y,yes,no,may,3,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3365,29,services,single,basic.9y,no,no,may,4,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3366,44,admin.,single,university.degree,yes,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3367,41,blue-collar,married,basic.9y,no,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3368,50,technician,married,professional.course,no,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3369,41,blue-collar,married,basic.9y,no,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3370,48,admin.,single,university.degree,no,yes,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3371,26,services,single,high.school,no,no,may,4,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3372,47,blue-collar,married,basic.9y,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3373,36,admin.,married,university.degree,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3374,54,technician,divorced,basic.9y,no,no,may,4,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3375,26,admin.,single,university.degree,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3376,35,technician,married,basic.9y,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3377,54,services,divorced,high.school,yes,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3378,51,services,married,basic.6y,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1
3379,28,technician,single,professional.course,no,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3380,52,services,married,university.degree,no,no,may,11,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3381,31,admin.,married,basic.9y,yes,no,may,4,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3382,28,services,single,high.school,yes,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3383,32,blue-collar,married,basic.9y,no,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3384,46,admin.,divorced,university.degree,no,no,may,1,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1
3385,38,admin.,married,university.degree,yes,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3386,36,blue-collar,married,basic.9y,no,no,may,3,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3387,31,admin.,married,university.degree,yes,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3388,38,management,married,university.degree,no,no,may,2,0,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
